,0,1,2,3,4
NOKG9SR,"('K6QO', 0.9240249395370485)","('QBOL', 0.0385560803115367)","('GHYX', 0.0319776199758052)","('RIBP', 0.0016835432033985)","('PYUQ', 0.0012408148031681)"
MWTE5JH,"('K6QO', 0.9975621700286864)","('QBOL', 0.0014184876345098)","('PYUQ', 0.0005029356689192)","('ECY3', 0.0001341120223514)","('GHYX', 0.0001050409991876)"
KJLUTOS,"('RVSZ', 0.9997040629386902)","('GHYX', 0.000188614372746)","('N2MW', 3.236102929804474e-05)","('QBOL', 2.240117100882344e-05)","('PYUQ', 2.190728264395148e-05)"
IN2OPZV,"('K6QO', 0.9991891980171204)","('QBOL', 0.0003184975939802)","('GHYX', 0.0002716066956054)","('PYUQ', 5.463962952489965e-05)","('N2MW', 4.397666998556815e-05)"
U29MMOQ,"('K6QO', 0.9905490279197692)","('PYUQ', 0.0033042032737284)","('GHYX', 0.0025507083628326)","('ECY3', 0.0008203258621506)","('LJR9', 0.00061287736753)"
7WQDK9I,"('RVSZ', 0.99979966878891)","('GHYX', 5.035008871345781e-05)","('N2MW', 3.177721373504028e-05)","('PYUQ', 2.983118429256137e-05)","('7POT', 1.7991216736845672e-05)"
BS46TE0,"('RVSZ', 0.9991727471351624)","('GHYX', 0.000768948404584)","('QBOL', 1.3290157767187338e-05)","('PYUQ', 1.1656933565973304e-05)","('N2MW', 5.9331359807401896e-06)"
RUD93U2,"('RVSZ', 0.9997825026512146)","('GHYX', 0.0001196540542878)","('PYUQ', 3.207663758075796e-05)","('QBOL', 3.177761027473025e-05)","('RIBP', 6.839547495474108e-06)"
KBANWCU,"('PYUQ', 0.5496787428855896)","('QBOL', 0.3247933685779571)","('RVSZ', 0.0935460776090622)","('BSTQ', 0.012468671426177)","('GHYX', 0.0064416518434882)"
V2IVACX,"('RVSZ', 0.9997357726097108)","('GHYX', 0.0001045111348503)","('PYUQ', 5.835228148498573e-05)","('N2MW', 2.866206159524154e-05)","('QBOL', 1.7946609659702517e-05)"
FSJEKZ9,"('K6QO', 0.9705097675323486)","('GHYX', 0.009245503693819)","('ECY3', 0.0063845855183899)","('PYUQ', 0.0052380440756678)","('LJR9', 0.0031586994882673)"
TPTRTOP,"('K6QO', 0.9959217309951782)","('QBOL', 0.003369374666363)","('GHYX', 0.0002976856194436)","('PYUQ', 0.0001247503678314)","('ECY3', 0.0001101278248825)"
KUO1SIO,"('K6QO', 0.7737574577331543)","('QBOL', 0.1956925988197326)","('GHYX', 0.0093442145735025)","('66FJ', 0.0050374208949506)","('ECY3', 0.0049738143570721)"
VJ46576,"('RVSZ', 0.5539615154266357)","('QBOL', 0.3659261167049408)","('BSTQ', 0.0364412926137447)","('7POT', 0.0183080118149518)","('LJR9', 0.0092576835304498)"
73MM5Y0,"('K6QO', 0.9989522695541382)","('QBOL', 0.0006016733241267)","('PYUQ', 0.000100350487628)","('GHYX', 8.137169788824394e-05)","('ECY3', 5.924909419263713e-05)"
OCCDPE1,"('ECY3', 0.9913522005081176)","('K6QO', 0.0050669950433075)","('QBOL', 0.0015457714907824)","('PYUQ', 0.0009699920774437)","('GHYX', 0.0004393033741507)"
20VKGW3,"('RVSZ', 0.9998767375946044)","('QBOL', 5.6077831686707214e-05)","('GHYX', 3.976222069468349e-05)","('ECY3', 6.6993052314501256e-06)","('PYUQ', 5.6266853789566085e-06)"
EYPKWP4,"('RVSZ', 0.9995654225349426)","('N2MW', 0.0001280779833905)","('PYUQ', 5.429931479739025e-05)","('GHYX', 5.408581637311727e-05)","('AHXO', 5.195056655793451e-05)"
JC3YBPH,"('RVSZ', 0.9998462200164796)","('QBOL', 8.241603063652292e-05)","('GHYX', 3.570202170521952e-05)","('ECY3', 1.1953708053624725e-05)","('PYUQ', 5.070040060672909e-06)"
JZPFFL7,"('AHXO', 0.9906240105628968)","('RVSZ', 0.0042587984353303)","('GHYX', 0.0015104145277291)","('QBOL', 0.0014456829521805)","('ECY3', 0.0004958157660439)"
QSSWT7T,"('K6QO', 0.9881529211997986)","('QBOL', 0.0036696235183626)","('GHYX', 0.0031646259594708)","('AHXO', 0.0023293180856853)","('ECY3', 0.0009549728711135)"
VSBG52C,"('RVSZ', 0.999808132648468)","('GHYX', 7.347751670749858e-05)","('PYUQ', 4.632529817172326e-05)","('QBOL', 2.547686199250165e-05)","('JWFN', 9.798889550438616e-06)"
HG8DPV4,"('RVSZ', 0.9997772574424744)","('PYUQ', 5.942432471783832e-05)","('GHYX', 4.1951545426854864e-05)","('N2MW', 2.1888441551709548e-05)","('AHXO', 1.892731961561367e-05)"
DEZVQLL,"('PYUQ', 0.3742946684360504)","('QBOL', 0.368041843175888)","('K6QO', 0.1899900287389755)","('LJR9', 0.0183671750128269)","('ECY3', 0.0125168841332197)"
M6OHPRC,"('RVSZ', 0.999544322490692)","('GHYX', 0.0003334321954753)","('PYUQ', 3.372321589267813e-05)","('66FJ', 1.9172844986314885e-05)","('QBOL', 1.6361223970307037e-05)"
DVR5M9Z,"('RVSZ', 0.8762508630752563)","('PYUQ', 0.052025094628334)","('GHYX', 0.0277548804879188)","('7POT', 0.0132978148758411)","('RIBP', 0.01193527597934)"
UKJQIUZ,"('RVSZ', 0.9995905756950378)","('GHYX', 0.0003360407717991)","('QBOL', 2.554992533987388e-05)","('SOP4', 1.3342280908545945e-05)","('66FJ', 6.441355253627989e-06)"
ZX0ZM59,"('K6QO', 0.993026614189148)","('QBOL', 0.0035594915971159)","('GHYX', 0.0026125574950128)","('ECY3', 0.0002165418409276)","('PYUQ', 0.0001588047744007)"
ZVN8KAL,"('RIBP', 0.6582505702972412)","('QBOL', 0.099028930068016)","('RVSZ', 0.0735298320651054)","('7POT', 0.0562731102108955)","('PYUQ', 0.0413378067314624)"
CRMBJ18,"('RVSZ', 0.9997952580451964)","('GHYX', 0.0001094506442314)","('QBOL', 5.427550422609784e-05)","('AHXO', 1.0915673556155523e-05)","('ECY3', 5.110923666507006e-06)"
422ZR16,"('N2MW', 0.8937718868255615)","('AHXO', 0.0360866971313953)","('RVSZ', 0.0224300492554903)","('QBOL', 0.0222224686294794)","('7POT', 0.0071708313189446)"
17WRXKJ,"('RVSZ', 0.999658703804016)","('PYUQ', 0.000238025910221)","('GHYX', 3.245701009291224e-05)","('N2MW', 2.040687650151085e-05)","('QBOL', 1.3465449228533544e-05)"
IZEGUVE,"('RVSZ', 0.9998363256454468)","('GHYX', 5.044315912527964e-05)","('N2MW', 4.202105264994316e-05)","('QBOL', 1.6745852917665616e-05)","('JWFN', 1.0420350918138864e-05)"
YIJOA3R,"('K6QO', 0.8228887915611267)","('QBOL', 0.168770745396614)","('GHYX', 0.003812150331214)","('JWFN', 0.0012449492933228)","('N2MW', 0.00108108879067)"
JIP2KDL,"('RVSZ', 0.9998291730880736)","('GHYX', 7.631365588167682e-05)","('PYUQ', 4.515612818067893e-05)","('QBOL', 1.131552653532708e-05)","('ECY3', 7.432490292558214e-06)"
QHPPAV9,"('QBOL', 0.8062393665313721)","('RIBP', 0.0750439018011093)","('66FJ', 0.0407221652567386)","('JWFN', 0.0153337502852082)","('SOP4', 0.0132584311068058)"
KJNSTV9,"('RIBP', 0.3985347747802734)","('QBOL', 0.2116361856460571)","('66FJ', 0.1233612447977066)","('K6QO', 0.0777354314923286)","('PYUQ', 0.0659325867891311)"
KHZQSBQ,"('RVSZ', 0.999213933944702)","('GHYX', 0.0007325042388401)","('QBOL', 1.6023839634726755e-05)","('RIBP', 1.143792633229168e-05)","('PYUQ', 7.255184755194932e-06)"
NUSM8Z9,"('RVSZ', 0.9998763799667358)","('QBOL', 4.279063432477415e-05)","('GHYX', 2.9890772566432133e-05)","('N2MW', 9.750570825417526e-06)","('PYUQ', 9.39757865126012e-06)"
KA8JSD3,"('K6QO', 0.9443023800849916)","('QBOL', 0.044735137373209)","('PYUQ', 0.005153264850378)","('GHYX', 0.0027269690763205)","('ECY3', 0.000729501247406)"
PS33FXN,"('K6QO', 0.9993475079536438)","('QBOL', 0.000283340079477)","('GHYX', 0.0001446480600861)","('ECY3', 4.094821997568943e-05)","('7POT', 3.655982072814368e-05)"
Z3LUMLS,"('K6QO', 0.9837955236434937)","('QBOL', 0.0079667521640658)","('GHYX', 0.0035359936300665)","('PYUQ', 0.0015189312398433)","('N2MW', 0.0008412035531364)"
D0W0NP7,"('RVSZ', 0.9998608827590942)","('N2MW', 4.712192094302736e-05)","('PYUQ', 2.594922079879325e-05)","('RIBP', 1.6877864254638553e-05)","('LJR9', 1.586811413289979e-05)"
I2LEFNH,"('K6QO', 0.9969191551208496)","('QBOL', 0.0024090302176773)","('PYUQ', 0.000178275120561)","('GHYX', 0.0001591617328813)","('ECY3', 0.0001063918316503)"
VMZ7OLL,"('K6QO', 0.7945364713668823)","('PYUQ', 0.1183550208806991)","('QBOL', 0.0420493781566619)","('ECY3', 0.0339665338397026)","('GHYX', 0.0065136197954416)"
C4POYFL,"('K6QO', 0.9488705992698668)","('QBOL', 0.0347251445055007)","('GHYX', 0.0115183973684906)","('N2MW', 0.0013376758433878)","('ECY3', 0.0011895737843587)"
BNL0MFJ,"('K6QO', 0.9142505526542664)","('QBOL', 0.0581818148493766)","('PYUQ', 0.0169644728302955)","('ECY3', 0.0056455428712069)","('7POT', 0.0008053967612795)"
TQ2QWRX,"('QBOL', 0.298269510269165)","('8NN1', 0.1914929449558258)","('RIBP', 0.1436665952205658)","('PYUQ', 0.138698473572731)","('RVSZ', 0.0918895080685615)"
2T8GYMV,"('RVSZ', 0.9998867511749268)","('RIBP', 4.050145435030572e-05)","('QBOL', 1.846837039920501e-05)","('SOP4', 1.4677385479444638e-05)","('PYUQ', 9.192207471642178e-06)"
PJINI2Z,"('RVSZ', 0.9998396635055542)","('GHYX', 7.429156539728865e-05)","('N2MW', 2.72070483333664e-05)","('QBOL', 1.558782605570741e-05)","('JWFN', 7.15697160558193e-06)"
B81PF4K,"('K6QO', 0.998891294002533)","('QBOL', 0.0008285052026621)","('N2MW', 9.732760372571649e-05)","('GHYX', 5.934918954153545e-05)","('PYUQ', 3.31139235640876e-05)"
1ARL85M,"('K6QO', 0.9759164452552797)","('GHYX', 0.0184321217238903)","('QBOL', 0.0034415065310895)","('ECY3', 0.0005256669246591)","('P5DA', 0.0004301347944419)"
TY3WDHT,"('QBOL', 0.5027402639389038)","('K6QO', 0.4633283615112304)","('GHYX', 0.0221853125840425)","('PYUQ', 0.0038109177257865)","('N2MW', 0.0022076733876019)"
HEJX5R1,"('RVSZ', 0.9994539618492126)","('GHYX', 0.0002678079472389)","('N2MW', 0.000119412659842)","('RIBP', 6.327598384814337e-05)","('PYUQ', 4.136559073231183e-05)"
X0BC9W2,"('RVSZ', 0.9998635053634644)","('GHYX', 3.7463960325112566e-05)","('PYUQ', 2.842642970790621e-05)","('SOP4', 2.217730070697144e-05)","('RIBP', 1.0886695235967636e-05)"
3VVLRN6,"('RVSZ', 0.9998748302459716)","('RIBP', 3.421336077735759e-05)","('SOP4', 2.574030077084899e-05)","('PYUQ', 2.3416123440256346e-05)","('QBOL', 1.119759053835878e-05)"
9OKZ1RL,"('RVSZ', 0.9997462630271912)","('GHYX', 0.0001542004756629)","('N2MW', 5.789011993329041e-05)","('PYUQ', 1.384862571285339e-05)","('RIBP', 4.485215413296828e-06)"
XW6LV9V,"('K6QO', 0.9887332916259766)","('QBOL', 0.0030691574793308)","('GHYX', 0.0030123761389404)","('ECY3', 0.0017055078642442)","('RIBP', 0.0012981051113456)"
8I2AAX4,"('RVSZ', 0.9995514750480652)","('PYUQ', 0.0002206724166171)","('GHYX', 7.14423440513201e-05)","('BSTQ', 5.003582191420719e-05)","('LJR9', 2.943418439826928e-05)"
6XDOM2T,"('K6QO', 0.8895258903503418)","('QBOL', 0.0965395718812942)","('PYUQ', 0.0050010187551379)","('RIBP', 0.0033867207821458)","('GHYX', 0.001410900033079)"
6SN7LOX,"('K6QO', 0.9944928884506226)","('QBOL', 0.0037180038634687)","('GHYX', 0.0011495572980493)","('ECY3', 0.0001341448514722)","('PYUQ', 0.0001124464542954)"
1HRRK07,"('RVSZ', 0.999823033809662)","('GHYX', 9.820202103583142e-05)","('SOP4', 2.72060224233428e-05)","('RIBP', 1.0196364200965036e-05)","('66FJ', 8.849348887451924e-06)"
YNSQPBB,"('K6QO', 0.9828222393989564)","('QBOL', 0.0107152359560132)","('GHYX', 0.0020163287408649)","('66FJ', 0.0015324344858527)","('PYUQ', 0.0006531082908622)"
AYBAYOC,"('RVSZ', 0.999826967716217)","('GHYX', 5.296152448863722e-05)","('QBOL', 4.376142169348896e-05)","('PYUQ', 2.03220533876447e-05)","('P5DA', 1.387458269164199e-05)"
FXDB048,"('QBOL', 0.4970799088478088)","('PYUQ', 0.2963196933269501)","('ECY3', 0.0734535679221153)","('JWFN', 0.0731443539261818)","('GHYX', 0.023987678810954)"
9L5CMM2,"('RVSZ', 0.999874472618103)","('GHYX', 5.281096673570573e-05)","('QBOL', 2.0442312234081328e-05)","('ECY3', 1.2570468243211508e-05)","('PYUQ', 9.849958587437868e-06)"
XPL1D3G,"('K6QO', 0.999322772026062)","('GHYX', 0.0001927525590872)","('QBOL', 0.0001556573988636)","('N2MW', 0.0001506068365415)","('JWFN', 4.260443165549077e-05)"
RCPMZ0Y,"('RVSZ', 0.9997214674949646)","('GHYX', 0.0001912584266392)","('QBOL', 3.415455284994096e-05)","('AHXO', 2.2956910470384173e-05)","('PYUQ', 5.433485966932494e-06)"
JGX3VJ8,"('RVSZ', 0.5412369966506958)","('GHYX', 0.2602438330650329)","('PYUQ', 0.1248128041625022)","('ECY3', 0.0322847254574298)","('7POT', 0.0105758225545287)"
ECLB76E,"('RVSZ', 0.9997615218162536)","('GHYX', 9.4315801106859e-05)","('QBOL', 8.132049697451293e-05)","('PYUQ', 4.393095514387824e-05)","('N2MW', 2.994338274220354e-06)"
OD5YW0O,"('RVSZ', 0.9998503923416138)","('GHYX', 9.945484634954482e-05)","('QBOL', 2.2265507141128182e-05)","('ECY3', 4.903090029984014e-06)","('PYUQ', 4.0873774196370505e-06)"
97C3TG0,"('RVSZ', 0.9998660087585448)","('GHYX', 3.5148132155882195e-05)","('QBOL', 3.42887724400498e-05)","('PYUQ', 1.5529980373685248e-05)","('JWFN', 8.908418749342673e-06)"
KZWEE7K,"('QBOL', 0.7873448133468628)","('RVSZ', 0.1275405883789062)","('BSTQ', 0.0302526205778121)","('GHYX', 0.0170641094446182)","('N2MW', 0.0169287864118814)"
F9DAV8N,"('K6QO', 0.4063794314861297)","('ECY3', 0.4023886620998382)","('QBOL', 0.1700113117694854)","('GHYX', 0.012968105264008)","('AHXO', 0.0013226958690211)"
CGG4KSE,"('K6QO', 0.994661033153534)","('PYUQ', 0.0031672767363488)","('QBOL', 0.001177571946755)","('GHYX', 0.0004990875022485)","('SOP4', 0.0001825980580179)"
TF0REIL,"('JZ9D', 0.99879252910614)","('RVSZ', 0.0006131318514235)","('QBOL', 0.0002095503441523)","('GHYX', 0.0002000699169002)","('PYUQ', 8.875923958839849e-05)"
J5LCDO7,"('RIBP', 0.4437019526958465)","('K6QO', 0.190752699971199)","('66FJ', 0.1546828597784042)","('SOP4', 0.0901256203651428)","('QBOL', 0.0421484559774398)"
C8TITRO,"('K6QO', 0.9923731684684752)","('QBOL', 0.0067573296837508)","('GHYX', 0.0005012833280488)","('ECY3', 9.486093040322884e-05)","('PYUQ', 7.817012374289334e-05)"
PDL2IFC,"('K6QO', 0.5249136090278625)","('QBOL', 0.2533938586711883)","('PYUQ', 0.1496542394161224)","('GHYX', 0.0476424135267734)","('RIBP', 0.0072457040660083)"
H6R9MC9,"('K6QO', 0.9970922470092772)","('QBOL', 0.002002844819799)","('GHYX', 0.0002526983444113)","('ECY3', 0.0002249460376333)","('P5DA', 8.217946015065536e-05)"
TUV7LO7,"('QBOL', 0.5991053581237793)","('RVSZ', 0.229422241449356)","('GHYX', 0.1486813873052597)","('N2MW', 0.0034974378068)","('FM3X', 0.0023205578327178)"
TCF7CXG,"('RVSZ', 0.9996137022972108)","('QBOL', 0.000154966750415)","('GHYX', 7.883153011789545e-05)","('PYUQ', 5.798592610517517e-05)","('LJR9', 1.983067522814963e-05)"
JUY2NLW,"('RVSZ', 0.999839186668396)","('QBOL', 5.228562804404646e-05)","('GHYX', 3.235537587897852e-05)","('PYUQ', 1.723182685964275e-05)","('ECY3', 9.935404705174731e-06)"
IKQGKXT,"('K6QO', 0.9903762936592102)","('QBOL', 0.0059098009951412)","('GHYX', 0.0023666494525969)","('PYUQ', 0.0007462039939127)","('ECY3', 0.0002522132999729)"
3HD44RX,"('RVSZ', 0.9997976422309875)","('QBOL', 8.394782344112173e-05)","('PYUQ', 4.709755376097746e-05)","('GHYX', 2.673605922609568e-05)","('ECY3', 1.7044561900547706e-05)"
95O318V,"('66FJ', 0.4962067306041717)","('RIBP', 0.2764906287193298)","('RVSZ', 0.1881350874900818)","('GYSR', 0.0124083263799548)","('SOP4', 0.0098228687420487)"
40RNJST,"('K6QO', 0.5108775496482849)","('QBOL', 0.447980523109436)","('PYUQ', 0.0163822956383228)","('GHYX', 0.0110486121848225)","('RIBP', 0.0033694657031446)"
E3B0VK0,"('K6QO', 0.9492270350456238)","('ECY3', 0.0200741328299045)","('GHYX', 0.0081384712830185)","('JWFN', 0.0080926418304443)","('N2MW', 0.0026739526074379)"
IE33IQ9,"('K6QO', 0.9713181853294371)","('GHYX', 0.0144296400249004)","('QBOL', 0.0115886442363262)","('PYUQ', 0.001016407739371)","('ECY3', 0.0007343667675741)"
LWHP35M,"('K6QO', 0.9702739119529724)","('QBOL', 0.0198616664856672)","('PYUQ', 0.0033336407504975)","('GHYX', 0.0022778790444135)","('ECY3', 0.0016481541097164)"
HNEDOOO,"('RVSZ', 0.7476094365119934)","('QBOL', 0.0628674030303955)","('PYUQ', 0.0481060445308685)","('RIBP', 0.0439830347895622)","('N2MW', 0.0400130227208137)"
SV8UYX2,"('RVSZ', 0.9996615648269652)","('PYUQ', 0.0001547811407363)","('GHYX', 8.814824104774743e-05)","('QBOL', 2.31219019042328e-05)","('AHXO', 2.0703839254565537e-05)"
S2ZW7YV,"('RVSZ', 0.9997660517692566)","('N2MW', 5.145333125256002e-05)","('AHXO', 4.161666947766207e-05)","('GHYX', 3.435542021179572e-05)","('RIBP', 1.9824034097837284e-05)"
G7C1WY9,"('RVSZ', 0.4370737969875335)","('QBOL', 0.3041031658649444)","('FM3X', 0.1674332618713379)","('RIBP', 0.0309002790600061)","('BSTQ', 0.029351532459259)"
4ZLBZXJ,"('K6QO', 0.9882694482803344)","('GHYX', 0.007155938539654)","('QBOL', 0.0023791729472577)","('PYUQ', 0.0005444378475658)","('N2MW', 0.0004526666016317)"
UPBFYXC,"('ECY3', 0.9944537281990052)","('K6QO', 0.0028501003980636)","('QBOL', 0.0010981882223859)","('PYUQ', 0.0006441380246542)","('GHYX', 0.0003014671092387)"
77MWU94,"('K6QO', 0.9904999136924744)","('QBOL', 0.0058092228136956)","('GHYX', 0.0023192458320409)","('ECY3', 0.0008114862721413)","('PYUQ', 0.0001403062196914)"
AQ1UB25,"('K6QO', 0.99869567155838)","('QBOL', 0.0005712302518077)","('GHYX', 0.0003187388065271)","('N2MW', 0.0001702273293631)","('AHXO', 5.8750607422553e-05)"
W0ILIF6,"('RIBP', 0.8789841532707214)","('SOP4', 0.0546384267508983)","('66FJ', 0.0327059887349605)","('QBOL', 0.012164756655693)","('K6QO', 0.0110153350979089)"
QK04ZG8,"('K6QO', 0.930042326450348)","('PYUQ', 0.0524396933615207)","('GHYX', 0.0127321472391486)","('ECY3', 0.0013814762933179)","('LJR9', 0.0011115326778963)"
KSA9EOZ,"('K6QO', 0.98334538936615)","('GHYX', 0.0111042177304625)","('PYUQ', 0.0025936376769095)","('RIBP', 0.0010742027079686)","('ECY3', 0.0004771148087456)"
EY9KXQ5,"('RVSZ', 0.9998020529747008)","('GHYX', 8.800572686595842e-05)","('N2MW', 2.4815843062242493e-05)","('QBOL', 2.312239485036116e-05)","('PYUQ', 1.7035472410498187e-05)"
KV6WXXU,"('BSTQ', 0.911386489868164)","('QBOL', 0.0445927530527114)","('RVSZ', 0.0372009836137294)","('7POT', 0.0018591056577861)","('N2MW', 0.0013631336623802)"
PIJAPFX,"('RVSZ', 0.9998513460159302)","('QBOL', 5.44239956070669e-05)","('GHYX', 4.69503465865273e-05)","('RIBP', 9.292112736147828e-06)","('N2MW', 7.533656116720522e-06)"
LX3K3OO,"('K6QO', 0.9880774021148682)","('GHYX', 0.007193321827799)","('ECY3', 0.0027078792918473)","('QBOL', 0.0013012690469622)","('AHXO', 0.0002062696876237)"
K599MPZ,"('RVSZ', 0.9997188448905944)","('GHYX', 0.0001322700554737)","('N2MW', 5.7744291552808136e-05)","('QBOL', 3.49556103174109e-05)","('RIBP', 1.1753503713407554e-05)"
7FT5FM9,"('RVSZ', 0.9998241066932678)","('N2MW', 6.948773079784587e-05)","('GHYX', 5.597961353487335e-05)","('QBOL', 1.6811991372378543e-05)","('AHXO', 5.46595629202784e-06)"
W9RW7NM,"('K6QO', 0.9778615832328796)","('QBOL', 0.0084831779822707)","('ECY3', 0.0036777046043425)","('PYUQ', 0.0033375648781657)","('P5DA', 0.0015934532275423)"
GOQ0771,"('K6QO', 0.9239973425865172)","('QBOL', 0.0596823953092098)","('PYUQ', 0.0080528743565082)","('GHYX', 0.0067470245994627)","('ECY3', 0.0003966885269619)"
637TSAM,"('RVSZ', 0.9997629523277284)","('GHYX', 0.0001114262486225)","('QBOL', 4.572562102111988e-05)","('PYUQ', 2.6410179998492825e-05)","('AHXO', 1.260656881640898e-05)"
QLVP1BN,"('RVSZ', 0.8896850347518921)","('PYUQ', 0.0494543500244617)","('8NN1', 0.0151530569419264)","('GHYX', 0.0147339906543493)","('SOP4', 0.0080473320558667)"
7NQ1A7U,"('K6QO', 0.9957550764083862)","('QBOL', 0.0033021999988704)","('PYUQ', 0.000188929727301)","('GHYX', 0.0001736655540298)","('ECY3', 0.0001559439842822)"
BOMK54N,"('K6QO', 0.993800938129425)","('QBOL', 0.004729775711894)","('ECY3', 0.0003507825313135)","('PYUQ', 0.0002774861059151)","('GHYX', 0.0002692456764634)"
G6OMQM4,"('K6QO', 0.8994128704071045)","('QBOL', 0.0646898299455642)","('GHYX', 0.0259690172970294)","('ECY3', 0.0036824312992393)","('AHXO', 0.0017176778055727)"
7T9IFMG,"('K6QO', 0.9980707764625548)","('QBOL', 0.0008808728307485)","('GHYX', 0.0006435498362407)","('PYUQ', 0.0001198937243316)","('ECY3', 0.0001191819101222)"
0KEZJRJ,"('K6QO', 0.9878994822502136)","('GHYX', 0.0070757218636572)","('QBOL', 0.0027498367708176)","('ECY3', 0.0009847008623182)","('PYUQ', 0.0003425221075303)"
HZF5OZT,"('ECY3', 0.4392684996128082)","('RVSZ', 0.3819422125816345)","('QBOL', 0.1084201708436012)","('PYUQ', 0.0201545227319002)","('SOP4', 0.0166900362819433)"
3FF7F48,"('PYUQ', 0.3474651873111725)","('ECY3', 0.2658076882362366)","('GHYX', 0.0717460215091705)","('RIBP', 0.0686826109886169)","('JWFN', 0.0678271651268005)"
IL4MRVM,"('QBOL', 0.784192681312561)","('ECY3', 0.1478217840194702)","('JWFN', 0.0436209924519062)","('GHYX', 0.0108517250046134)","('SOP4', 0.0024575658608227)"
4G4BL8G,"('RVSZ', 0.9996633529663086)","('GHYX', 0.0002226999495178)","('QBOL', 4.719175194622949e-05)","('RIBP', 1.2156749107816722e-05)","('N2MW', 1.1284017091384158e-05)"
61A7TB3,"('RIBP', 0.8245426416397095)","('K6QO', 0.0734782963991165)","('8NN1', 0.0692779794335365)","('LJR9', 0.007434023078531)","('66FJ', 0.0064897490665316)"
420QPHC,"('K6QO', 0.8586618900299072)","('QBOL', 0.1016493588685989)","('PYUQ', 0.0255603641271591)","('GHYX', 0.0109827034175395)","('ECY3', 0.0008884640992619)"
UC39W37,"('K6QO', 0.9991770386695862)","('QBOL', 0.0003015995898749)","('GHYX', 0.0002866439463105)","('N2MW', 7.072634616633877e-05)","('JWFN', 2.9010314392508008e-05)"
6XNEDS1,"('K6QO', 0.9988495111465454)","('PYUQ', 0.0003277169307693)","('GHYX', 0.0002357693883823)","('7POT', 0.0002271557750646)","('RIBP', 0.000158847135026)"
J4B91WL,"('ECY3', 0.8233935832977295)","('QBOL', 0.0825826749205589)","('GHYX', 0.0722376033663749)","('PYUQ', 0.0081736454740166)","('JWFN', 0.0056143496185541)"
QXJZHFJ,"('RVSZ', 0.999750316143036)","('GHYX', 9.228532144334169e-05)","('N2MW', 6.507043144665658e-05)","('PYUQ', 3.6668014217866585e-05)","('QBOL', 1.3710357961826958e-05)"
URPT69D,"('K6QO', 0.997754156589508)","('PYUQ', 0.0007394242566078)","('QBOL', 0.0006384361768141)","('GHYX', 0.0003580846532713)","('RIBP', 0.0002102095168083)"
KKLKPUS,"('GHYX', 0.5015667080879211)","('QBOL', 0.1928053051233291)","('K6QO', 0.1703879833221435)","('PYUQ', 0.0965179726481437)","('P5DA', 0.0109681393951177)"
PU4HUDT,"('QBOL', 0.6038212776184082)","('K6QO', 0.3551498353481293)","('GHYX', 0.0227514747530221)","('ECY3', 0.0058662104420363)","('N2MW', 0.0041794753633439)"
